area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_inr,price_per_sqft
Super built-up  Area,Ready To Move,Cv Raman Nagar,2 Bedroom,1312.0,2.0,0.0,101.46,2,10146000.0,7733.231707317073
Super built-up  Area,Ready To Move,Varthur,3 BHK,1918.0,3.0,2.0,84.32,3,8432000.0,4396.246089676747
Built-up  Area,Ready To Move,Kanakapura Road,2 BHK,1017.0,2.0,0.0,51.65,2,5165000.0,5078.66273352999
Super built-up  Area,18-Jun,Gottigere Layout,3 BHK,1798.5,2.0,2.0,133.11,3,13311000.000000002,7401.167639699751
Super built-up  Area,Ready To Move,Ambalipura Extension,4 Bedroom,1886.6924999999999,4.0,1.0,104.52,4,10452000.0,5539.853473737771
Super built-up  Area,Ready To Move,Ramamurthy Nagar Stage 2,3 Bedroom,1390.0,3.0,2.0,117.25,3,11725000.0,8435.25179856115
Super built-up  Area,18-Jun,Horamavu Nagar,1 BHK,622.5,1.0,2.0,27.6,1,2760000.0,4433.734939759036
Built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1313.0,2.0,2.0,74.63,2,7463000.0,5683.929931454684
Plot  Area,Ready To Move,Marathahalli,6 BHK,3637.0,5.0,2.0,206.93,6,20693000.0,5689.579323618367
Super built-up  Area,19-Aug,Vasanthapura Phase 1,2 BHK,1328.58,1.0,2.0,112.76,2,11276000.0,8487.257071459755
Super built-up  Area,Ready To Move,Cv Raman Nagar,3 BHK,1378.01,3.0,3.0,85.8,3,8580000.0,6226.369910232872
Super built-up  Area,Ready To Move,Mahadevapura Stage 2,1 BHK,460.69,1.0,1.0,46.71,1,4671000.0,10139.139117410841
Super built-up  Area,Ready To Move,Horamavu Extension,2 BHK,1190.0,2.0,0.0,80.08,2,8008000.0,6729.411764705882
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,994.5,2.0,2.0,97.05,2,9705000.0,9758.67269984917
Super built-up  Area,18-Dec,Jp Nagar,2 BHK,920.0,2.0,3.0,60.97,2,6097000.0,6627.173913043478
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1110.78,2.0,1.0,56.08,2,5608000.0,5048.704513945156
Built-up  Area,Ready To Move,Harlur Nagar,3 BHK,1846.81,3.0,0.0,141.92,3,14191999.999999998,7684.602097671119
Super built-up  Area,Ready To Move,Rt Nagar,2 BHK,1179.15,1.0,2.0,78.39,2,7839000.0,6648.009159140058
Built-up  Area,19-May,Frazer Town,4 BHK,2590.0,5.0,0.0,239.93,4,23993000.0,9263.706563706564
Built-up  Area,Ready To Move,Sompura Main Road,1 BHK,534.0,2.0,2.0,35.49,1,3549000.0,6646.067415730337
Built-up  Area,Ready To Move,Kengeri,3 BHK,1956.0,4.0,0.0,71.7,3,7170000.0,3665.6441717791413
Built-up  Area,Ready To Move,Whitefield,3 BHK,1643.0,3.0,1.0,103.8,3,10380000.0,6317.711503347535
Super built-up  Area,Ready To Move,Banashankari,2 BHK,1035.0,3.0,1.0,63.55,2,6355000.0,6140.096618357488
Super built-up  Area,Ready To Move,Attibele Phase 2,2 BHK,1397.87,2.0,0.0,102.75,2,10275000.0,7350.468927725755
Plot  Area,Ready To Move,Frazer Town,2 BHK,1041.0,2.0,1.0,98.33,2,9833000.0,9445.725264169068
Built-up  Area,Ready To Move,Sompura Main Road,4 BHK,2813.0,3.0,2.0,182.2,4,18220000.0,6477.070742979026
Built-up  Area,Ready To Move,Harlur Colony,3 BHK,1540.0,3.0,0.0,150.89,3,15088999.999999998,9798.051948051947
Super built-up  Area,Ready To Move,Old Airport Road Gardens,2 BHK,871.2,2.0,1.0,40.24,2,4024000.0,4618.916437098255
Built-up  Area,Ready To Move,Hsr Layout,2 Bedroom,833.0,2.0,1.0,58.92,2,5892000.0,7073.229291716687
Super built-up  Area,Ready To Move,Yelenahalli Layout,1 Bedroom,567.0,1.0,2.0,33.25,1,3325000.0,5864.197530864198
Super built-up  Area,19-Aug,Indiranagar,3 BHK,1742.4,4.0,0.0,223.59,3,22359000.0,12832.300275482094
Super built-up  Area,18-Nov,Jp Nagar,3 BHK,1813.0,2.0,1.0,123.53,3,12353000.0,6813.568670711528
Super built-up  Area,Ready To Move,Jp Nagar,5 BHK,2816.0,5.0,3.0,195.78,5,19578000.0,6952.414772727273
Built-up  Area,18-Nov,Hennur,2 BHK,922.0,3.0,3.0,46.97,2,4697000.0,5094.360086767896
Built-up  Area,Ready To Move,Jayanagar,3 BHK,1558.5,2.0,1.0,165.9,3,16590000.0,10644.85081809432
Super built-up  Area,19-May,Vidyaranyapura Extension,5 BHK,3049.0,4.0,1.0,174.59,5,17459000.0,5726.139717940308
Built-up  Area,Ready To Move,Kengeri,1 Bedroom,567.14,2.0,2.0,23.24,1,2324000.0,4097.753641076278
Super built-up  Area,Ready To Move,Whitefield,4 BHK,2672.245814,4.0,3.0,181.47,4,18147000.0,6790.917177202472
Super built-up  Area,Ready To Move,Kalyan Nagar Block,3 BHK,1826.0,3.0,1.0,170.16,3,17016000.0,9318.729463307776
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1275.0,2.0,2.0,61.18,2,6118000.0,4798.431372549019
Super built-up  Area,Ready To Move,Nagarbhavi Main Road,5 BHK,2733.0,4.0,0.0,121.46,5,12146000.0,4444.200512257592
Super built-up  Area,Ready To Move,Hennur,1 BHK,583.4,1.0,0.0,35.72,1,3572000.0,6122.728830990744
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,1838.5,3.0,0.0,165.51,3,16551000.0,9002.447647538755
Super built-up  Area,19-May,Kumaraswamy Layout Phase 1,3 Bedroom,1712.28,3.0,2.0,87.47,3,8747000.0,5108.393487046511
Super built-up  Area,Ready To Move,Attibele Phase 2,1 BHK,679.0,1.0,2.0,51.97,1,5197000.0,7653.902798232695
Super built-up  Area,Ready To Move,Basavanagudi,2 BHK,1232.31,2.0,0.0,137.0,2,13700000.0,11117.332489389846
Super built-up  Area,Ready To Move,Jp Nagar,2 BHK,1083.0,2.0,2.0,74.37,2,7437000.0,6867.036011080332
Super built-up  Area,Ready To Move,Rt Nagar,5 BHK,2959.5,5.0,1.0,191.18,5,19118000.0,6459.874978881568
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1303.5,1.0,1.0,56.8,2,5680000.0,4357.499041043345
Built-up  Area,Ready To Move,Sarjapur Enclave,4 BHK,1752.0,4.0,3.0,66.12,4,6612000.0,3773.972602739726
Plot  Area,Ready To Move,Marathahalli,3 BHK,1869.0,3.0,0.0,106.55,3,10655000.0,5700.909577314072
Plot  Area,19-May,Bellandur,1 BHK,420.0,1.0,1.0,24.46,1,2446000.0,5823.809523809524
Built-up  Area,Ready To Move,Kengeri,3 BHK,1903.46,3.0,2.0,75.1,3,7509999.999999999,3945.4467128282176
Super built-up  Area,Ready To Move,Uttarahalli,4 BHK,2137.1625,3.0,2.0,89.73,4,8973000.0,4198.557667000053
Super built-up  Area,18-Jun,Yelenahalli Township,4 Bedroom,2108.0,3.0,2.0,80.01,4,8001000.000000001,3795.5407969639473
Super built-up  Area,18-Dec,Varthur,2 BHK,1294.0,2.0,2.0,57.94,2,5794000.0,4477.58887171561
Super built-up  Area,Ready To Move,Devanahalli Extension,3 Bedroom,1742.4,2.0,1.0,162.12,3,16212000.0,9304.407713498622
Plot  Area,Ready To Move,Frazer Town,2 BHK,1411.0,3.0,0.0,161.64,2,16163999.999999998,11455.705173635719
Super built-up  Area,Ready To Move,Sonnenahalli Block,2 BHK,982.5,2.0,0.0,58.14,2,5814000.0,5917.557251908397
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1163.0,4.0,3.0,59.22,3,5922000.0,5092.003439380911
Carpet  Area,Ready To Move,Bellandur,3 BHK,1519.5,3.0,3.0,110.27,3,11027000.0,7256.992431720961
Built-up  Area,Ready To Move,Hebbal,1 BHK,400.0,1.0,2.0,27.96,1,2796000.0,6990.0
Super built-up  Area,Ready To Move,Sarjapur Road,3 BHK,1843.46,3.0,1.0,100.37,3,10037000.0,5444.65298948716
Super built-up  Area,Ready To Move,Haralur Road Block,2 BHK,1134.0,2.0,0.0,113.15,2,11315000.0,9977.954144620811
Super built-up  Area,Ready To Move,Nagarbhavi Gardens,2 Bedroom,1214.0,2.0,3.0,116.66,2,11666000.0,9609.555189456343
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2006.0,3.0,1.0,125.02,3,12502000.0,6232.303090727816
Plot  Area,Ready To Move,Whitefield,2 BHK,1083.0,3.0,0.0,66.11,2,6611000.0,6104.339796860572
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1012.0,2.0,3.0,65.93,2,6593000.000000001,6514.822134387353
Super built-up  Area,18-Nov,Kr Puram,3 BHK,1426.0,3.0,3.0,65.14,3,6514000.0,4568.022440392707
Super built-up  Area,Ready To Move,Hennur,2 BHK,1034.55,2.0,0.0,65.82,2,6581999.999999999,6362.186457880237
Super built-up  Area,19-Aug,Electronic City,3 BHK,1310.96,4.0,1.0,53.99,3,5399000.0,4118.356013913468
Super built-up  Area,Ready To Move,Kumaraswamy Layout Phase 1,2 Bedroom,1216.29,1.0,2.0,62.61,2,6261000.0,5147.621044323311
Super built-up  Area,Ready To Move,Basavanagudi,1 BHK,623.38,1.0,1.0,69.6,1,6959999.999999999,11164.939523244248
Super built-up  Area,18-Nov,Indiranagar,3 BHK,1509.0,3.0,2.0,195.31,3,19531000.0,12943.008614976807
Super built-up  Area,18-Dec,Jayanagar,3 Bedroom,1494.0,4.0,0.0,134.67,3,13466999.999999998,9014.056224899598
Super built-up  Area,19-Mar,Basavanagudi,4 BHK,2340.11,4.0,2.0,211.3,4,21130000.0,9029.490066706265
Plot  Area,18-Jun,Electronic City,4 BHK,2678.0,4.0,2.0,102.17,4,10217000.0,3815.160567587752
Built-up  Area,18-Jun,Sarjapur Road,3 BHK,1339.5,2.0,3.0,83.7,3,8370000.0,6248.600223964166
Carpet  Area,19-Aug,Vidyaranyapura Extension,3 BHK,1593.0,3.0,1.0,85.89,3,8589000.0,5391.713747645951
Super built-up  Area,Ready To Move,Varthur,5 BHK,2240.0,6.0,0.0,109.39,5,10939000.0,4883.482142857143
Super built-up  Area,Ready To Move,Hsr Layout,2 Bedroom,1087.0,2.0,2.0,90.91,2,9091000.0,8363.385464581417
Super built-up  Area,Ready To Move,Jalahalli Block,2 Bedroom,1041.0,2.0,0.0,61.81,2,6181000.0,5937.560038424592
Carpet  Area,18-Jun,Kr Puram,3 Bedroom,1575.0,2.0,3.0,65.78,3,6578000.0,4176.507936507936
Super built-up  Area,Ready To Move,Sarjapur Enclave,2 Bedroom,970.85,1.0,0.0,32.2,2,3220000.0000000005,3316.681258690838
Super built-up  Area,Ready To Move,Varthur,3 BHK,1742.4,3.0,1.0,84.12,3,8412000.0,4827.823691460055
Super built-up  Area,Ready To Move,Nagavara Phase 1,3 BHK,1376.0,3.0,2.0,107.07,3,10707000.0,7781.25
Built-up  Area,Ready To Move,Yelahanka,3 BHK,1686.0,2.0,1.0,59.84,3,5984000.0,3549.2289442467377
Super built-up  Area,Ready To Move,Kaggadasapura Block,2 BHK,1171.0,1.0,3.0,89.6,2,8960000.0,7651.579846285226
Super built-up  Area,19-Mar,Electronic City,3 Bedroom,1742.4,3.0,3.0,75.44,3,7544000.0,4329.6602387511475
Carpet  Area,Ready To Move,Indiranagar,5 BHK,3358.0,5.0,1.0,467.47,5,46747000.0,13921.083978558665
Super built-up  Area,Ready To Move,Cv Raman Nagar,3 BHK,1831.0,3.0,0.0,99.01,3,9901000.0,5407.427635172037
Super built-up  Area,Ready To Move,Basavanagudi,1 BHK,628.0,1.0,1.0,57.1,1,5710000.0,9092.35668789809
Carpet  Area,Ready To Move,Sompura Colony,3 BHK,1364.95,4.0,3.0,51.36,3,5136000.0,3762.775193230521
Super built-up  Area,Ready To Move,Electronic City,3 BHK,1481.0,3.0,0.0,77.59,3,7759000.0,5239.027683997299
Super built-up  Area,Ready To Move,Btm Layout,4 BHK,2703.99,4.0,0.0,145.27,4,14527000.000000002,5372.431111061803
Built-up  Area,Ready To Move,Vijayanagar,2 Bedroom,1377.54,2.0,0.0,86.76,2,8676000.0,6298.183718803084
Super built-up  Area,18-Jun,Domlur,3 BHK,2024.0,2.0,1.0,258.21,3,25820999.999999996,12757.411067193674
Super built-up  Area,Ready To Move,Singasandra Nagar,2 BHK,1212.99,2.0,2.0,119.32,2,11932000.0,9836.849438165194
Built-up  Area,19-Aug,Uttarahalli,1 BHK,517.0,1.0,0.0,24.86,1,2486000.0,4808.510638297872
Built-up  Area,Ready To Move,Sarjapur Road,2 BHK,852.0,2.0,1.0,49.84,2,4984000.0,5849.765258215963
Built-up  Area,Ready To Move,Electronic City,2 BHK,1385.0,3.0,0.0,61.99,2,6199000.0,4475.812274368231
Built-up  Area,Ready To Move,Ambalipura Extension,3 Bedroom,2079.0,3.0,1.0,119.23,3,11923000.0,5734.968734968735
Built-up  Area,19-Mar,Koramangala,1 Bedroom,581.15,1.0,0.0,66.42,1,6642000.0,11429.063064613267
Super built-up  Area,Ready To Move,Indiranagar,3 Bedroom,1532.96,4.0,1.0,201.65,3,20165000.0,13154.289740110635
Built-up  Area,Ready To Move,Other,2 BHK,1192.455,3.0,0.0,74.12,2,7412000.0,6215.748183369604
Built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1344.0,2.0,2.0,79.29,2,7929000.000000001,5899.5535714285725
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,1977.0,3.0,1.0,94.84,3,9484000.0,4797.167425392008
Super built-up  Area,Ready To Move,Banashankari,3 BHK,1697.0,3.0,0.0,89.43,3,8943000.0,5269.888037713612
Plot  Area,Ready To Move,Nagavara Phase 1,1 BHK,525.8,2.0,0.0,33.95,1,3395000.0000000005,6456.827691137316
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,1268.0,1.0,1.0,69.13,2,6913000.0,5451.892744479495
Built-up  Area,Ready To Move,Kengeri,2 BHK,922.0,2.0,2.0,38.27,2,3827000.0000000005,4150.759219088937
Carpet  Area,19-Mar,Btm Layout,2 BHK,1334.0,2.0,2.0,74.07,2,7406999.999999999,5552.47376311844
Built-up  Area,18-Jun,Horamavu Nagar,2 BHK,973.0,1.0,2.0,43.83,2,4383000.0,4504.624871531347
Plot  Area,18-Dec,Banashankari,2 BHK,1217.5,2.0,1.0,63.56,2,6356000.0,5220.533880903491
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,1357.0,2.0,1.0,144.4,2,14440000.0,10641.120117907149
Super built-up  Area,Ready To Move,Other,3 Bedroom,2098.0,3.0,3.0,198.98,3,19898000.0,9484.270734032412
Plot  Area,19-Aug,Sonnenahalli Stage 2,2 BHK,1136.0,3.0,2.0,116.6,2,11660000.0,10264.084507042253
Built-up  Area,Ready To Move,Jalahalli Gardens,2 BHK,1142.0,2.0,1.0,109.72,2,10972000.0,9607.705779334501
Built-up  Area,19-Mar,Nallurhalli Nagar,3 BHK,2125.0,3.0,3.0,68.98,3,6898000.0,3246.1176470588234
Super built-up  Area,19-Aug,Banashankari,1 Bedroom,461.73600000000005,2.0,0.0,26.98,1,2698000.0,5843.1657917078155
Super built-up  Area,Ready To Move,Jp Nagar,3 BHK,1766.0,3.0,0.0,127.3,3,12730000.0,7208.380520951302
Built-up  Area,Ready To Move,Vijayanagar,3 BHK,1431.0,3.0,2.0,103.41,3,10341000.0,7226.415094339623
Super built-up  Area,18-Dec,Hebbal,3 BHK,1617.0,3.0,1.0,114.36,3,11436000.0,7072.356215213358
Super built-up  Area,Ready To Move,Vijayanagar,2 Bedroom,1150.89,2.0,2.0,66.96,2,6695999.999999999,5818.105987540076
Super built-up  Area,Ready To Move,Electronic City,2 BHK,1172.0,2.0,0.0,50.27,2,5027000.0,4289.249146757679
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1903.0,3.0,2.0,162.17,3,16216999.999999998,8521.80767209669
Super built-up  Area,18-Jun,Malleshwaram,1 Bedroom,572.0,2.0,2.0,57.31,1,5731000.0,10019.23076923077
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,1103.0,3.0,2.0,62.7,2,6270000.0,5684.4968268359025
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,887.0,2.0,3.0,85.5,2,8550000.0,9639.23337091319
Built-up  Area,Ready To Move,Vidyaranyapura Extension,2 BHK,1311.0,2.0,1.0,73.39,2,7339000.0,5598.016781083143
Built-up  Area,Ready To Move,Electronic City,2 BHK,871.2,2.0,0.0,39.52,2,3952000.0000000005,4536.271808999082
Super built-up  Area,18-Jun,Rajarajeshwari Nagar Gardens,3 BHK,1927.0,4.0,2.0,97.91,3,9791000.0,5080.954852101712
Super built-up  Area,Ready To Move,Indiranagar,2 BHK,1227.0,2.0,2.0,110.01,2,11001000.0,8965.770171149145
Built-up  Area,18-Dec,Vidyaranyapura Extension,2 Bedroom,996.0,3.0,1.0,51.3,2,5130000.0,5150.6024096385545
Plot  Area,19-Mar,Ramamurthy Nagar Cross,3 BHK,2137.0,3.0,0.0,129.96,3,12996000.0,6081.422554983622
Built-up  Area,18-Dec,Indiranagar,3 BHK,1548.0,2.0,0.0,176.64,3,17664000.0,11410.852713178294
Super built-up  Area,Ready To Move,Uttarahalli,1 Bedroom,721.5,1.0,3.0,34.58,1,3458000.0,4792.792792792793
Built-up  Area,19-Mar,Kanakapura Road,3 BHK,1742.4,3.0,0.0,64.56,3,6456000.0,3705.234159779614
Plot  Area,19-Mar,Basavanagudi,2 BHK,1326.0,3.0,2.0,113.52,2,11352000.0,8561.085972850678
Super built-up  Area,Ready To Move,Indiranagar,3 Bedroom,1765.02,3.0,0.0,232.07,3,23207000.0,13148.292937190514
Plot  Area,Ready To Move,Bellandur,2 BHK,1030.0,2.0,1.0,72.72,2,7272000.0,7060.194174757282
Super built-up  Area,Ready To Move,Varthur,3 BHK,1666.0,4.0,0.0,64.41,3,6441000.0,3866.1464585834333
Plot  Area,Ready To Move,Electronic City,3 BHK,1937.5,3.0,1.0,87.43,3,8743000.0,4512.5161290322585
Built-up  Area,Ready To Move,Kr Puram,2 BHK,916.0,2.0,0.0,40.2,2,4020000.0000000005,4388.6462882096075
Built-up  Area,18-Nov,Rt Nagar,3 BHK,1764.0,3.0,2.0,97.47,3,9747000.0,5525.510204081633
Plot  Area,Ready To Move,Kr Puram,3 BHK,1475.0,3.0,2.0,62.81,3,6281000.0,4258.3050847457625
Super built-up  Area,Ready To Move,Chandapura Extension,2 Bedroom,1195.98,2.0,3.0,101.26,2,10126000.0,8466.696767504473
Plot  Area,Ready To Move,Hennur,2 BHK,1063.0,2.0,0.0,61.5,2,6150000.0,5785.512699905927
Super built-up  Area,18-Dec,Yelenahalli Enclave,3 BHK,1925.0,4.0,0.0,140.11,3,14011000.000000002,7278.441558441559
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,1133.0,2.0,0.0,60.91,2,6091000.0,5375.992939099735
Built-up  Area,Ready To Move,Thanisandra Phase 2,1 BHK,688.248,2.0,1.0,25.88,1,2588000.0,3760.272459927235
Carpet  Area,Ready To Move,Kengeri,2 BHK,1324.0,3.0,1.0,56.01,2,5601000.0,4230.36253776435
Carpet  Area,Ready To Move,Marathahalli,3 BHK,2104.44,4.0,3.0,145.26,3,14526000.0,6902.548896618578
Built-up  Area,Ready To Move,Kr Puram,2 Bedroom,1094.5,2.0,0.0,52.19,2,5219000.0,4768.387391502969
Built-up  Area,Ready To Move,Hebbal,1 BHK,777.0,1.0,1.0,53.58,1,5358000.0,6895.752895752896
Super built-up  Area,19-Aug,Electronic City,2 Bedroom,841.0,2.0,2.0,34.03,2,3403000.0,4046.373365041617
Built-up  Area,19-Aug,Bannerghatta Road,3 Bedroom,1560.64,3.0,2.0,82.25,3,8225000.0,5270.273733852778
Super built-up  Area,Ready To Move,Hsr Layout,2 Bedroom,1110.78,3.0,2.0,91.15,2,9115000.0,8205.945371720773
Plot  Area,Ready To Move,Hebbal,2 BHK,1356.0,1.0,0.0,78.26,2,7826000.000000001,5771.386430678467
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1729.0,3.0,0.0,89.56,3,8956000.0,5179.872758820127
Carpet  Area,Ready To Move,Rt Nagar,3 Bedroom,1806.0,4.0,2.0,106.97,3,10697000.0,5923.034330011074
Super built-up  Area,19-Aug,Kaggadasapura Phase 2,2 BHK,932.0,2.0,3.0,44.2,2,4420000.0,4742.489270386266
Super built-up  Area,Ready To Move,Banashankari,3 BHK,2080.0,4.0,2.0,118.51,3,11851000.0,5697.596153846154
Super built-up  Area,Ready To Move,Btm Layout,1 BHK,541.0,1.0,0.0,33.67,1,3367000.0,6223.65988909427
Super built-up  Area,Ready To Move,Frazer Town,2 BHK,967.0,2.0,3.0,96.35,2,9635000.0,9963.805584281283
Carpet  Area,Ready To Move,Harlur Colony,3 BHK,1431.0,3.0,0.0,126.58,3,12658000.0,8845.562543675751
Super built-up  Area,Ready To Move,Cv Raman Nagar,2 BHK,935.0,1.0,0.0,70.04,2,7004000.000000001,7490.909090909092
Plot  Area,Ready To Move,Uttarahalli,3 BHK,1375.15,3.0,2.0,65.07,3,6506999.999999999,4731.847434825291
Plot  Area,Ready To Move,Bannerghatta Road,3 BHK,1777.248,4.0,1.0,70.84,3,7084000.0,3985.937809467221
Built-up  Area,Ready To Move,Sarjapur Stage 2,2 BHK,914.0,2.0,0.0,54.51,2,5451000.0,5963.8949671772425
Super built-up  Area,Ready To Move,Nagarbhavi Gardens,4 BHK,2408.0,5.0,2.0,258.54,4,25854000.000000004,10736.71096345515
Plot  Area,19-May,Attibele Phase 2,4 BHK,2796.0,4.0,1.0,193.15,4,19315000.0,6908.082975679542
Super built-up  Area,Ready To Move,Kanakapura Road,2 BHK,1055.5,1.0,2.0,39.17,2,3917000.0,3711.037423022264
Super built-up  Area,Ready To Move,Doddakannelli Gardens,1 BHK,660.27,1.0,1.0,27.87,1,2787000.0,4221.000499795538
Built-up  Area,Ready To Move,Kaggadasapura Layout,2 Bedroom,891.0,2.0,2.0,33.47,2,3347000.0,3756.4534231200896
Super built-up  Area,Ready To Move,Horamavu Extension,2 Bedroom,1361.0,2.0,2.0,95.45,2,9545000.0,7013.225569434239
Built-up  Area,19-Aug,Old Airport Road Colony,1 BHK,450.39,1.0,1.0,25.38,1,2538000.0,5635.116232598415
Super built-up  Area,Ready To Move,Kaggadasapura Phase 2,2 BHK,1039.0,2.0,1.0,49.25,2,4925000.0,4740.134744947064
Super built-up  Area,Ready To Move,Sarjapur Road,2 BHK,987.0,2.0,0.0,46.91,2,4691000.0,4752.786220871327
Super built-up  Area,Ready To Move,Talaghattapura Stage 2,3 BHK,2002.84,3.0,1.0,174.81,3,17481000.0,8728.10608935312
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,1465.62,3.0,1.0,134.69,3,13469000.0,9189.967385816242
Carpet  Area,18-Nov,Basavanagudi,2 BHK,1310.0,3.0,3.0,107.25,2,10725000.0,8187.022900763359
Built-up  Area,Ready To Move,Vijayanagar,2 BHK,1357.0,3.0,0.0,84.29,2,8429000.0,6211.495946941784
Super built-up  Area,19-Aug,Yeshwanthpur,2 BHK,1345.78,2.0,3.0,95.63,2,9563000.0,7105.916271604571
Super built-up  Area,Ready To Move,Rt Nagar,2 BHK,1165.23,2.0,0.0,60.93,2,6093000.0,5229.010581601916
Super built-up  Area,19-May,Kanakapura Road,2 Bedroom,1257.0,2.0,1.0,46.38,2,4638000.0,3689.7374701670647
Super built-up  Area,19-May,Marathahalli,1 BHK,689.0,1.0,0.0,40.14,1,4014000.0,5825.8345428156745
Carpet  Area,Ready To Move,Koramangala,3 BHK,2178.0,2.0,1.0,253.73,3,25373000.0,11649.678604224058
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1318.98,3.0,2.0,55.03,2,5503000.0,4172.1633383372
Super built-up  Area,18-Dec,Hsr Layout,1 BHK,529.0,2.0,3.0,45.17,1,4517000.0,8538.75236294896
Plot  Area,18-Jun,Kr Puram,3 BHK,2041.0,3.0,3.0,83.08,3,8308000.0,4070.5536501714846
Super built-up  Area,19-Aug,Hsr Layout,3 BHK,1709.95,4.0,3.0,126.5,3,12650000.0,7397.87713091026
Plot  Area,Ready To Move,Jp Nagar,2 BHK,1293.7320000000002,2.0,1.0,86.42,2,8642000.0,6679.899701019994
Super built-up  Area,Ready To Move,Domlur,3 BHK,1656.5,3.0,1.0,183.08,3,18308000.0,11052.218533051615
Super built-up  Area,Ready To Move,Vasanthapura Phase 1,1 Bedroom,562.0,2.0,2.0,57.73,1,5773000.0,10272.241992882562
Super built-up  Area,Ready To Move,Vijayanagar,3 Bedroom,2039.0,3.0,0.0,144.66,3,14466000.0,7094.654242275626
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1863.0,3.0,1.0,100.52,3,10052000.0,5395.598497047772
Super built-up  Area,Ready To Move,Whitefield,2 Bedroom,1023.66,3.0,2.0,59.23,2,5923000.0,5786.100853799113
Built-up  Area,18-Jun,Jayanagar,3 BHK,2036.43,2.0,3.0,163.02,3,16302000.000000002,8005.185545292497
Built-up  Area,Ready To Move,Electronic City,2 BHK,955.0,3.0,2.0,36.31,2,3631000.0,3802.0942408376964
Super built-up  Area,19-May,Rt Nagar,3 BHK,1317.88,3.0,0.0,71.6,3,7159999.999999999,5432.968100282271
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1421.145,2.0,3.0,53.69,2,5369000.0,3777.939619109943
Super built-up  Area,Ready To Move,Indiranagar,5 BHK,2707.0,4.0,2.0,306.31,5,30631000.0,11315.478389360916
Built-up  Area,18-Jun,Hennur,1 Bedroom,435.6,1.0,2.0,29.92,1,2992000.0,6868.686868686868
Plot  Area,Ready To Move,Kanakapura Road,2 BHK,1173.0,1.0,2.0,43.88,2,4388000.0,3740.835464620631
Built-up  Area,Ready To Move,Hebbal,2 BHK,1195.0,3.0,1.0,88.42,2,8842000.0,7399.163179916318
Built-up  Area,18-Jun,Sarjapur Road,3 BHK,1405.0,3.0,3.0,79.02,3,7902000.0,5624.199288256228
Super built-up  Area,18-Jun,Kaggadasapura Block,3 BHK,1354.0,4.0,3.0,94.36,3,9436000.0,6968.980797636632
Plot  Area,Ready To Move,Malleshwaram,2 BHK,1249.0,1.0,1.0,110.37,2,11037000.0,8836.669335468374
Built-up  Area,Ready To Move,Hennur,2 BHK,978.0,3.0,0.0,57.2,2,5720000.0,5848.670756646216
Super built-up  Area,Ready To Move,Attibele Phase 2,2 BHK,1204.0,2.0,2.0,135.11,2,13511000.000000002,11221.760797342195
Super built-up  Area,19-Aug,Domlur,3 BHK,1937.0,3.0,2.0,216.46,3,21646000.0,11175.01290655653
Plot  Area,Ready To Move,Subramanyapura Gardens,3 BHK,1416.0,3.0,2.0,123.5,3,12350000.0,8721.75141242938
Built-up  Area,18-Nov,Devanahalli Nagar,3 Bedroom,1605.0,2.0,3.0,93.51,3,9351000.0,5826.1682242990655
